"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"","","","","","survey-text","10","342850","0.0-10.0","rhuxzu2fja","34","textures_list2","29230","","{""Q0"":""5""}","D97"
"","","","","","survey-text","11","370746","0.0-11.0","rhuxzu2fja","34","textures_list2","27894","","{""Q0"":""6""}","D75"
"","","","","","survey-text","12","399530","0.0-12.0","rhuxzu2fja","34","textures_list2","28782","","{""Q0"":""5""}","D56"
"","","","","","survey-text","13","425690","0.0-13.0","rhuxzu2fja","34","textures_list2","26158","","{""Q0"":""4""}","D54"
"","","","","","survey-text","14","449074","0.0-14.0","rhuxzu2fja","34","textures_list2","23382","","{""Q0"":""7""}","D17"
"","","","","","survey-text","15","474258","0.0-15.0","rhuxzu2fja","34","textures_list2","25182","","{""Q0"":""5""}","D44"
"","","","","","survey-text","16","503681","0.0-16.0","rhuxzu2fja","34","textures_list2","29422","","{""Q0"":""4""}","D45"
"","","","","","survey-text","17","527473","0.0-17.0","rhuxzu2fja","34","textures_list2","23790","","{""Q0"":""6""}","D65"
"","","","","","survey-text","18","549257","0.0-18.0","rhuxzu2fja","34","textures_list2","21782","","{""Q0"":""5""}","D4"
"","","","","","survey-text","19","574609","0.0-19.0","rhuxzu2fja","34","textures_list2","25350","","{""Q0"":""4""}","D74"
"","","","","","survey-text","20","600489","0.0-20.0","rhuxzu2fja","34","textures_list2","25878","","{""Q0"":""3""}","D28"
"","","","","","survey-text","21","622345","0.0-21.0","rhuxzu2fja","34","textures_list2","21855","","{""Q0"":""6""}","D102*"
"","","","","","survey-text","22","644584","0.0-22.0","rhuxzu2fja","34","textures_list2","22238","","{""Q0"":""4""}","D7"
"","","","","","survey-text","23","669016","0.0-23.0","rhuxzu2fja","34","textures_list2","24430","","{""Q0"":""7""}","D24"
"","","","","","survey-text","24","692864","0.0-24.0","rhuxzu2fja","34","textures_list2","23846","","{""Q0"":""6""}","D93"
"","","","","","survey-text","25","710976","0.0-25.0","rhuxzu2fja","34","textures_list2","18110","","{""Q0"":""2""}","D99*"
"","","","","","survey-text","26","736336","0.0-26.0","rhuxzu2fja","34","textures_list2","25358","","{""Q0"":""3""}","D63"
"","","","","","survey-text","27","761768","0.0-27.0","rhuxzu2fja","34","textures_list2","25430","","{""Q0"":""5""}","D32"
"","","","","","survey-text","28","782072","0.0-28.0","rhuxzu2fja","34","textures_list2","20302","","{""Q0"":""3""}","D71"
"","","","","","survey-text","29","807223","0.0-29.0","rhuxzu2fja","34","textures_list2","25150","","{""Q0"":""5""}","D12"
"","","","","","survey-text","30","829527","0.0-30.0","rhuxzu2fja","34","textures_list2","22303","","{""Q0"":""4""}","D112"
"","","","","","survey-text","31","849871","0.0-31.0","rhuxzu2fja","34","textures_list2","20342","","{""Q0"":""5""}","D84"
"","","","","","survey-text","32","867127","0.0-32.0","rhuxzu2fja","34","textures_list2","17254","","{""Q0"":""7""}","D16"
"","","","","","survey-text","33","887087","0.0-33.0","rhuxzu2fja","34","textures_list2","19958","","{""Q0"":""6""}","D101"
"","","","","","survey-text","34","903631","0.0-34.0","rhuxzu2fja","34","textures_list2","16542","","{""Q0"":""6""}","D103"
"","","","","","survey-text","35","947486","0.0-35.0","rhuxzu2fja","34","textures_list2","43854","","{""Q0"":""6""}","D105"
"","","","","","survey-text","36","965174","0.0-36.0","rhuxzu2fja","34","textures_list2","17686","","{""Q0"":""4""}","D5"
"","","","","","survey-text","37","983030","0.0-37.0","rhuxzu2fja","34","textures_list2","17854","","{""Q0"":""5""}","D57"
"","","","","","survey-text","38","995110","0.0-38.0","rhuxzu2fja","34","textures_list2","12078","","{""Q0"":""4""}","D9"
"","","","","","survey-text","39","1015806","0.0-39.0","rhuxzu2fja","34","textures_list2","20694","","{""Q0"":""7""}","D51*"
"","","","","","survey-text","40","1018054","0.0-40.0","rhuxzu2fja","34","textures_list2","2246","","{""Q0"":""A""}","D73"
"","","","","","survey-text","41","1019038","0.0-41.0","rhuxzu2fja","34","textures_list2","982","","{""Q0"":""A""}","D87"
