"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","19d5obo38r","101","textures_list3","","","",""
"","","","","","html-button-response","1","23540","0.0-1.0","19d5obo38r","101","textures_list3","23538","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0",""
"true","","","","","fullscreen","2","27479","0.0-2.0","19d5obo38r","101","textures_list3","2935","","",""
"","","","","","html-button-response","3","62372","0.0-3.0","19d5obo38r","101","textures_list3","34892","
        <div style=""width:100%; display:flex; justify-content:center; align-items: flex-start; height: auto; flex-direction: column; margin-top: 80px; margin-bottom: 50px;"">

            <!-- Centered Header Text -->
            <div style=""width:1200px; text-align:left; font-size:24px; margin-top: auto; margin-left: 80px;"">
                During this experiment, you will be presented with a series of texture tiles like this one (hold up smooth tile to show them).
                <br><br> In front of you is a box with 9 texture tiles layed out in 3 rows of three. Please take a moment to feel each of these texture tiles as I explain your task.
                <br><br> During this experiment, you will feel a series of textures, one at a time, like the ones you are feeling now.
                <br><br> Some of the textures will feel very 'uniform,' which means they feel similar across the whole surface of the tile.
                <br> And some of the textures will feel very 'non-uniform,' which means they feel different in different parts of the tile.
                <br><br> Your task is to rate how uniform the texture feels on a scale from 1 indicating they are 'not at all uniform' to 7 indicating they are 'very much uniform'.
                <br><br> So you know what 'very much uniform' and 'not at all uniform' means to you in the context of these textures, please think about which textures in front of you, you consider 'very much uniform,' and which textures you consider 'not at all uniform.'
                <br><br> You will be asked to rate each texture on its uniformity by verbally stating a number on a scale from 1 to 7. Please make your rating based on your initial intuitions for each texture.
                <br><br> Please be sure to feel the entire texture tile as you make your ratings and use the full range of the scale in your ratings.
                <br><br> Do you have any questions before we begin?
            </div>
        ","0",""
"","","","","","html-keyboard-response","4","67428","0.0-4.0","19d5obo38r","101","textures_list3","5055","<p>You have been assigned to <strong>textures_list3</strong>.</p>
               <p>Press any key to begin the experiment.</p>","g",""
"","","","","","survey-text","5","89572","0.0-5.0","19d5obo38r","101","textures_list3","22142","","{""Q0"":""5""}","D109"
"","","","","","survey-text","6","94676","0.0-6.0","19d5obo38r","101","textures_list3","5103","","{""Q0"":""5""}","D40"
"","","","","","survey-text","7","95508","0.0-7.0","19d5obo38r","101","textures_list3","831","","{""Q0"":""""}","D107"
"","","","","","survey-text","8","95972","0.0-8.0","19d5obo38r","101","textures_list3","463","","{""Q0"":""""}","D38"
"","","","","","survey-text","9","96332","0.0-9.0","19d5obo38r","101","textures_list3","359","","{""Q0"":""""}","D77"
"","","","","","survey-text","10","96716","0.0-10.0","19d5obo38r","101","textures_list3","383","","{""Q0"":""""}","D29"
"","","","","","survey-text","11","97092","0.0-11.0","19d5obo38r","101","textures_list3","375","","{""Q0"":""""}","D61"
"","","","","","survey-text","12","97484","0.0-12.0","19d5obo38r","101","textures_list3","391","","{""Q0"":""""}","D76"
"","","","","","survey-text","13","97868","0.0-13.0","19d5obo38r","101","textures_list3","383","","{""Q0"":""""}","D53"
"","","","","","survey-text","14","98900","0.0-14.0","19d5obo38r","101","textures_list3","1031","","{""Q0"":""""}","D1"
"","","","","","survey-text","15","99340","0.0-15.0","19d5obo38r","101","textures_list3","439","","{""Q0"":""""}","D22"
"","","","","","survey-text","16","99740","0.0-16.0","19d5obo38r","101","textures_list3","399","","{""Q0"":""""}","D46"
"","","","","","survey-text","17","100084","0.0-17.0","19d5obo38r","101","textures_list3","343","","{""Q0"":""""}","D30"
"","","","","","survey-text","18","118451","0.0-18.0","19d5obo38r","101","textures_list3","18367","","{""Q0"":""""}","D47*"
"","","","","","survey-text","19","119172","0.0-19.0","19d5obo38r","101","textures_list3","719","","{""Q0"":""""}","D10"
