"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","gy4kq9pu5b","35","textures_list3","","","",""
"","","","","","html-button-response","1","2620","0.0-1.0","gy4kq9pu5b","35","textures_list3","2617","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0",""
"true","","","","","fullscreen","2","4636","0.0-2.0","gy4kq9pu5b","35","textures_list3","1015","","",""
"","","","","","html-button-response","3","114491","0.0-3.0","gy4kq9pu5b","35","textures_list3","109855","
        <div style=""width:100%; display:flex; justify-content:center; align-items: flex-start; height: auto; flex-direction: column; margin-top: 80px; margin-bottom: 50px;"">

            <!-- Centered Header Text -->
            <div style=""width:1200px; text-align:left; font-size:24px; margin-top: auto; margin-left: 80px;"">
                During this experiment, you will be presented with a series of texture tiles like this one (hold up smooth tile to show them).
                <br><br> In front of you is a box with 9 texture tiles layed out in 3 rows of three. Please take a moment to feel each of these texture tiles as I explain your task.
                <br><br> During this experiment, you will feel a series of textures, one at a time, like the ones you are feeling now.
                <br><br> Some of the textures will feel very 'uniform,' which means they feel similar across the whole surface of the tile.
                <br> And some of the textures will feel very 'non-uniform,' which means they feel different in different parts of the tile.
                <br><br> Your task is to rate how uniform the texture feels on a scale from 1 indicating they are 'not at all uniform' to 7 indicating they are 'very much uniform'.
                <br><br> So you know what 'very much uniform' and 'not at all uniform' means to you in the context of these textures, please think about which textures in front of you, you consider 'very much uniform,' and which textures you consider 'not at all uniform.'
                <br><br> You will be asked to rate each texture on its uniformity by verbally stating a number on a scale from 1 to 7. Please make your rating based on your initial intuitions for each texture.
                <br><br> Please be sure to feel the entire texture tile as you make your ratings and use the full range of the scale in your ratings.
                <br><br> Do you have any questions before we begin?
            </div>
        ","0",""
"","","","","","html-keyboard-response","4","132676","0.0-4.0","gy4kq9pu5b","35","textures_list3","18184","<p>You have been assigned to <strong>textures_list3</strong>.</p>
               <p>Press any key to begin the experiment.</p>","enter",""
"","","","","","survey-text","5","173220","0.0-5.0","gy4kq9pu5b","35","textures_list3","40542","","{""Q0"":""4""}","D19"
"","","","","","survey-text","6","189147","0.0-6.0","gy4kq9pu5b","35","textures_list3","15926","","{""Q0"":""6""}","D55"
"","","","","","survey-text","7","206395","0.0-7.0","gy4kq9pu5b","35","textures_list3","17246","","{""Q0"":""3""}","D29"
"","","","","","survey-text","8","225955","0.0-8.0","gy4kq9pu5b","35","textures_list3","19558","","{""Q0"":""3""}","D37"
"","","","","","survey-text","9","251699","0.0-9.0","gy4kq9pu5b","35","textures_list3","25742","","{""Q0"":""6""}","D14"
"","","","","","survey-text","10","278475","0.0-10.0","gy4kq9pu5b","35","textures_list3","26775","","{""Q0"":""5""}","D22"
"","","","","","survey-text","11","297603","0.0-11.0","gy4kq9pu5b","35","textures_list3","19126","","{""Q0"":""1""}","D107"
"","","","","","survey-text","12","312363","0.0-12.0","gy4kq9pu5b","35","textures_list3","14758","","{""Q0"":""1""}","D61"
"","","","","","survey-text","13","330330","0.0-13.0","gy4kq9pu5b","35","textures_list3","17966","","{""Q0"":""1""}","D98"
"","","","","","survey-text","14","347314","0.0-14.0","gy4kq9pu5b","35","textures_list3","16982","","{""Q0"":""2""}","D100"
"","","","","","survey-text","15","364554","0.0-15.0","gy4kq9pu5b","35","textures_list3","17238","","{""Q0"":""2""}","D67"
"","","","","","survey-text","16","382170","0.0-16.0","gy4kq9pu5b","35","textures_list3","17614","","{""Q0"":""6""}","D77"
"","","","","","survey-text","17","401850","0.0-17.0","gy4kq9pu5b","35","textures_list3","19678","","{""Q0"":""3""}","D85"
"","","","","","survey-text","18","418194","0.0-18.0","gy4kq9pu5b","35","textures_list3","16342","","{""Q0"":""2""}","D13"
"","","","","","survey-text","19","441066","0.0-19.0","gy4kq9pu5b","35","textures_list3","22870","","{""Q0"":""3""}","D50"
"","","","","","survey-text","20","462042","0.0-20.0","gy4kq9pu5b","35","textures_list3","20974","","{""Q0"":""4""}","D27"
"","","","","","survey-text","21","477129","0.0-21.0","gy4kq9pu5b","35","textures_list3","15086","","{""Q0"":""4""}","D76"
"","","","","","survey-text","22","492161","0.0-22.0","gy4kq9pu5b","35","textures_list3","15030","","{""Q0"":""4""}","D48"
"","","","","","survey-text","23","508473","0.0-23.0","gy4kq9pu5b","35","textures_list3","16310","","{""Q0"":""2""}","D23"
"","","","","","survey-text","24","520505","0.0-24.0","gy4kq9pu5b","35","textures_list3","12030","","{""Q0"":""4""}","D15"
"","","","","","survey-text","25","534609","0.0-25.0","gy4kq9pu5b","35","textures_list3","14102","","{""Q0"":""6""}","D82"
