"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","lucxbyqyh8","7","textures_list2","","","",""
"","","","","","html-button-response","1","59554","0.0-1.0","lucxbyqyh8","7","textures_list2","59550","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0",""
"true","","","","","fullscreen","2","61602","0.0-2.0","lucxbyqyh8","7","textures_list2","1046","","",""
"","","","","","html-button-response","3","215890","0.0-3.0","lucxbyqyh8","7","textures_list2","154286","
        <div style=""width:100%; display:flex; justify-content:center; align-items: flex-start; height: auto; flex-direction: column; margin-top: 80px; margin-bottom: 50px;"">

            <!-- Centered Header Text -->
            <div style=""width:1200px; text-align:left; font-size:24px; margin-top:-250px; margin-left: 80px;"">
                During this experiment, you will be presented with a series of texture tiles like this one (hold up smooth tile to show them).
                <br><br> In front of you is a box with 9 texture tiles layed out in 3 rows of three. Please take a moment to feel each of these texture tiles as I explain your task.
                <br><br> During this experiment, you will feel a series of textures, one at a time, like the ones you are feeling now.
                <br><br> Some of the textures will feel very 'uniform,' which means they feel similar across the whole surface of the tile.
                <br> And some of the textures will feel very 'non-uniform,' which means they feel different in different parts of the tile.
                <br><br> Your task is to rate how uniform the texture feels on a scale from 1 indicating they are 'not at all uniform' to 7 indicating they are 'very much uniform'.
                <br><br> So you know what 'very much uniform' and 'not at all uniform' means to you in the context of these textures, please think about which textures in front of you, you consider 'very much uniform,' and which textures you consider 'not at all uniform.'
                <br><br> You will be asked to rate each texture on its uniformity by verbally stating a number on a scale from 1 to 7. Please make your rating based on your initial intuitions for each texture.
                <br><br> Please be sure to feel the entire texture tile as you make your ratings and use the full range of the scale in your ratings.
                <br><br> Do you have any questions before we begin?
            </div>
        ","0",""
"","","","","","html-keyboard-response","4","217334","0.0-4.0","lucxbyqyh8","7","textures_list2","1443","<p>You have been assigned to <strong>textures_list2</strong>.</p>
               <p>Press any key to begin the experiment.</p>","enter",""
"","","","","","survey-text","5","244527","0.0-5.0","lucxbyqyh8","7","textures_list2","27187","","{""Q0"":""5""}","D12"
"","","","","","survey-text","6","270152","0.0-6.0","lucxbyqyh8","7","textures_list2","25622","","{""Q0"":""6""}","D32"
"","","","","","survey-text","7","296029","0.0-7.0","lucxbyqyh8","7","textures_list2","25875","","{""Q0"":""3""}","D75"
"","","","","","survey-text","8","319927","0.0-8.0","lucxbyqyh8","7","textures_list2","23896","","{""Q0"":""7""}","D24"
"","","","","","survey-text","9","358484","0.0-9.0","lucxbyqyh8","7","textures_list2","38554","","{""Q0"":""4""}","D63"
"","","","","","survey-text","10","383598","0.0-10.0","lucxbyqyh8","7","textures_list2","25112","","{""Q0"":""3""}","D97"
"","","","","","survey-text","11","406447","0.0-11.0","lucxbyqyh8","7","textures_list2","22847","","{""Q0"":""5""}","D73"
"","","","","","survey-text","12","426665","0.0-12.0","lucxbyqyh8","7","textures_list2","20216","","{""Q0"":""7""}","D33"
"","","","","","survey-text","13","452726","0.0-13.0","lucxbyqyh8","7","textures_list2","26058","","{""Q0"":""5""}","D112"
"","","","","","survey-text","14","475161","0.0-14.0","lucxbyqyh8","7","textures_list2","22433","","{""Q0"":""2""}","D28"
"","","","","","survey-text","15","498358","0.0-15.0","lucxbyqyh8","7","textures_list2","23195","","{""Q0"":""2""}","D99*"
"","","","","","survey-text","16","518372","0.0-16.0","lucxbyqyh8","7","textures_list2","20012","","{""Q0"":""3""}","D74"
"","","","","","survey-text","17","543978","0.0-17.0","lucxbyqyh8","7","textures_list2","25604","","{""Q0"":""4""}","D105"
"","","","","","survey-text","18","566427","0.0-18.0","lucxbyqyh8","7","textures_list2","22448","","{""Q0"":""6""}","D56"
"","","","","","survey-text","19","589061","0.0-19.0","lucxbyqyh8","7","textures_list2","22632","","{""Q0"":""1""}","D31*"
"","","","","","survey-text","20","613382","0.0-20.0","lucxbyqyh8","7","textures_list2","24318","","{""Q0"":""7""}","D65"
"","","","","","survey-text","21","636353","0.0-21.0","lucxbyqyh8","7","textures_list2","22969","","{""Q0"":""5""}","D5"
"","","","","","survey-text","22","657916","0.0-22.0","lucxbyqyh8","7","textures_list2","21560","","{""Q0"":""6""}","D16"
"","","","","","survey-text","23","683576","0.0-23.0","lucxbyqyh8","7","textures_list2","25658","","{""Q0"":""6""}","D57"
"","","","","","survey-text","24","705315","0.0-24.0","lucxbyqyh8","7","textures_list2","21736","","{""Q0"":""2""}","D7"
"","","","","","survey-text","25","723739","0.0-25.0","lucxbyqyh8","7","textures_list2","18421","","{""Q0"":""3""}","D4"
"","","","","","survey-text","26","758236","0.0-26.0","lucxbyqyh8","7","textures_list2","34495","","{""Q0"":""4""}","D51*"
"","","","","","survey-text","27","783116","0.0-27.0","lucxbyqyh8","7","textures_list2","24878","","{""Q0"":""7""}","D11"
"","","","","","survey-text","28","802981","0.0-28.0","lucxbyqyh8","7","textures_list2","19863","","{""Q0"":""5""}","D17"
"","","","","","survey-text","29","825193","0.0-29.0","lucxbyqyh8","7","textures_list2","22210","","{""Q0"":""3""}","D9"
"","","","","","survey-text","30","844958","0.0-30.0","lucxbyqyh8","7","textures_list2","19763","","{""Q0"":""1""}","D91*"
"","","","","","survey-text","31","868464","0.0-31.0","lucxbyqyh8","7","textures_list2","23502","","{""Q0"":""6""}","D87"
"","","","","","survey-text","32","897277","0.0-32.0","lucxbyqyh8","7","textures_list2","28811","","{""Q0"":""3""}","D103"
