"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","3z68yll6tj","44","textures_list3","","","",""
"","","","","","html-button-response","1","1693","0.0-1.0","3z68yll6tj","44","textures_list3","1690","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0",""
"true","","","","","fullscreen","2","3586","0.0-2.0","3z68yll6tj","44","textures_list3","887","","",""
"","","","","","html-button-response","3","72868","0.0-3.0","3z68yll6tj","44","textures_list3","69282","
        <div style=""width:100%; display:flex; justify-content:center; align-items: flex-start; height: auto; flex-direction: column; margin-top: 80px; margin-bottom: 50px;"">

            <!-- Centered Header Text -->
            <div style=""width:1200px; text-align:left; font-size:24px; margin-top: auto; margin-left: 80px;"">
                During this experiment, you will be presented with a series of texture tiles like this one (hold up smooth tile to show them).
                <br><br> In front of you is a box with 9 texture tiles layed out in 3 rows of three. Please take a moment to feel each of these texture tiles as I explain your task.
                <br><br> During this experiment, you will feel a series of textures, one at a time, like the ones you are feeling now.
                <br><br> Some of the textures will feel very 'uniform,' which means they feel similar across the whole surface of the tile.
                <br> And some of the textures will feel very 'non-uniform,' which means they feel different in different parts of the tile.
                <br><br> Your task is to rate how uniform the texture feels on a scale from 1 indicating they are 'not at all uniform' to 7 indicating they are 'very much uniform'.
                <br><br> So you know what 'very much uniform' and 'not at all uniform' means to you in the context of these textures, please think about which textures in front of you, you consider 'very much uniform,' and which textures you consider 'not at all uniform.'
                <br><br> You will be asked to rate each texture on its uniformity by verbally stating a number on a scale from 1 to 7. Please make your rating based on your initial intuitions for each texture.
                <br><br> Please be sure to feel the entire texture tile as you make your ratings and use the full range of the scale in your ratings.
                <br><br> Do you have any questions before we begin?
            </div>
        ","0",""
"","","","","","html-keyboard-response","4","127132","0.0-4.0","3z68yll6tj","44","textures_list3","54263","<p>You have been assigned to <strong>textures_list3</strong>.</p>
               <p>Press any key to begin the experiment.</p>","k",""
"","","","","","survey-text","5","148525","0.0-5.0","3z68yll6tj","44","textures_list3","21390","","{""Q0"":""3""}","D100"
"","","","","","survey-text","6","173260","0.0-6.0","3z68yll6tj","44","textures_list3","24734","","{""Q0"":""2""}","D39"
"","","","","","survey-text","7","194516","0.0-7.0","3z68yll6tj","44","textures_list3","21254","","{""Q0"":""4""}","D29"
"","","","","","survey-text","8","223308","0.0-8.0","3z68yll6tj","44","textures_list3","28790","","{""Q0"":""4""}","D95"
"","","","","","survey-text","9","245228","0.0-9.0","3z68yll6tj","44","textures_list3","21918","","{""Q0"":""5""}","D90"
"","","","","","survey-text","10","274043","0.0-10.0","3z68yll6tj","44","textures_list3","28814","","{""Q0"":""6""}","D19"
"","","","","","survey-text","11","300011","0.0-11.0","3z68yll6tj","44","textures_list3","25966","","{""Q0"":""4""}","D67"
"","","","","","survey-text","12","317899","0.0-12.0","3z68yll6tj","44","textures_list3","17886","","{""Q0"":""6""}","D107"
"","","","","","survey-text","13","338075","0.0-13.0","3z68yll6tj","44","textures_list3","20174","","{""Q0"":""7""}","D85"
"","","","","","survey-text","14","354963","0.0-14.0","3z68yll6tj","44","textures_list3","16886","","{""Q0"":""7""}","D22"
"","","","","","survey-text","15","377107","0.0-15.0","3z68yll6tj","44","textures_list3","22142","","{""Q0"":""5""}","D13"
"","","","","","survey-text","16","400139","0.0-16.0","3z68yll6tj","44","textures_list3","23031","","{""Q0"":""7""}","D55"
"","","","","","survey-text","17","426938","0.0-17.0","3z68yll6tj","44","textures_list3","26798","","{""Q0"":""7""}","D77"
"","","","","","survey-text","18","454202","0.0-18.0","3z68yll6tj","44","textures_list3","27262","","{""Q0"":""5""}","D15"
"","","","","","survey-text","19","474618","0.0-19.0","3z68yll6tj","44","textures_list3","20414","","{""Q0"":""4""}","D40"
"","","","","","survey-text","20","489634","0.0-20.0","3z68yll6tj","44","textures_list3","15014","","{""Q0"":""5""}","D37"
"","","","","","survey-text","21","513426","0.0-21.0","3z68yll6tj","44","textures_list3","23790","","{""Q0"":""3""}","D108"
"","","","","","survey-text","22","530714","0.0-22.0","3z68yll6tj","44","textures_list3","17286","","{""Q0"":""6""}","D14"
"","","","","","survey-text","23","554338","0.0-23.0","3z68yll6tj","44","textures_list3","23622","","{""Q0"":""3""}","D60"
"","","","","","survey-text","24","571769","0.0-24.0","3z68yll6tj","44","textures_list3","17430","","{""Q0"":""3""}","D23"
"","","","","","survey-text","25","595425","0.0-25.0","3z68yll6tj","44","textures_list3","23654","","{""Q0"":""5""}","D76"
"","","","","","survey-text","26","618617","0.0-26.0","3z68yll6tj","44","textures_list3","23190","","{""Q0"":""3""}","D46"
"","","","","","survey-text","27","638193","0.0-27.0","3z68yll6tj","44","textures_list3","19574","","{""Q0"":""6""}","D82"
"","","","","","survey-text","28","657161","0.0-28.0","3z68yll6tj","44","textures_list3","18966","","{""Q0"":""5""}","D10"
"","","","","","survey-text","29","681353","0.0-29.0","3z68yll6tj","44","textures_list3","24190","","{""Q0"":""5""}","D41"
"","","","","","survey-text","30","704033","0.0-30.0","3z68yll6tj","44","textures_list3","22678","","{""Q0"":""7""}","D52"
"","","","","","survey-text","31","719144","0.0-31.0","3z68yll6tj","44","textures_list3","15110","","{""Q0"":""2""}","D50"
"","","","","","survey-text","32","738776","0.0-32.0","3z68yll6tj","44","textures_list3","19630","","{""Q0"":""7""}","D38"
"","","","","","survey-text","33","755928","0.0-33.0","3z68yll6tj","44","textures_list3","17150","","{""Q0"":""6""}","D109"
"","","","","","survey-text","34","775240","0.0-34.0","3z68yll6tj","44","textures_list3","19310","","{""Q0"":""4""}","D27"
"","","","","","survey-text","35","794992","0.0-35.0","3z68yll6tj","44","textures_list3","19750","","{""Q0"":""5""}","D1"
"","","","","","survey-text","36","809360","0.0-36.0","3z68yll6tj","44","textures_list3","14366","","{""Q0"":""5""}","D47*"
"","","","","","survey-text","37","831464","0.0-37.0","3z68yll6tj","44","textures_list3","22102","","{""Q0"":""4""}","D61"
"","","","","","survey-text","38","850168","0.0-38.0","3z68yll6tj","44","textures_list3","18702","","{""Q0"":""3""}","D98"
"","","","","","survey-text","39","871287","0.0-39.0","3z68yll6tj","44","textures_list3","21118","","{""Q0"":""1""}","D30"
"","","","","","survey-text","40","889423","0.0-40.0","3z68yll6tj","44","textures_list3","18134","","{""Q0"":""2""}","D48"
"","","","","","survey-text","41","904879","0.0-41.0","3z68yll6tj","44","textures_list3","15454","","{""Q0"":""7""}","D53"
