"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","2n5t7daeoa","16","textures_list2","","","",""
"","","","","","html-button-response","1","896","0.0-1.0","2n5t7daeoa","16","textures_list2","893","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0",""
"true","","","","","fullscreen","2","2628","0.0-2.0","2n5t7daeoa","16","textures_list2","728","","",""
"","","","","","html-button-response","3","156645","0.0-3.0","2n5t7daeoa","16","textures_list2","154017","
        <div style=""width:100%; display:flex; justify-content:center; align-items: flex-start; height: auto; flex-direction: column; margin-top: 80px; margin-bottom: 50px;"">

            <!-- Centered Header Text -->
            <div style=""width:1200px; text-align:left; font-size:24px; margin-top: auto; margin-left: 80px;"">
                During this experiment, you will be presented with a series of texture tiles like this one (hold up smooth tile to show them).
                <br><br> In front of you is a box with 9 texture tiles layed out in 3 rows of three. Please take a moment to feel each of these texture tiles as I explain your task.
                <br><br> During this experiment, you will feel a series of textures, one at a time, like the ones you are feeling now.
                <br><br> Some of the textures will feel very 'uniform,' which means they feel similar across the whole surface of the tile.
                <br> And some of the textures will feel very 'non-uniform,' which means they feel different in different parts of the tile.
                <br><br> Your task is to rate how uniform the texture feels on a scale from 1 indicating they are 'not at all uniform' to 7 indicating they are 'very much uniform'.
                <br><br> So you know what 'very much uniform' and 'not at all uniform' means to you in the context of these textures, please think about which textures in front of you, you consider 'very much uniform,' and which textures you consider 'not at all uniform.'
                <br><br> You will be asked to rate each texture on its uniformity by verbally stating a number on a scale from 1 to 7. Please make your rating based on your initial intuitions for each texture.
                <br><br> Please be sure to feel the entire texture tile as you make your ratings and use the full range of the scale in your ratings.
                <br><br> Do you have any questions before we begin?
            </div>
        ","0",""
"","","","","","html-keyboard-response","4","157676","0.0-4.0","2n5t7daeoa","16","textures_list2","1028","<p>You have been assigned to <strong>textures_list2</strong>.</p>
               <p>Press any key to begin the experiment.</p>"," ",""
"","","","","","survey-text","5","192599","0.0-5.0","2n5t7daeoa","16","textures_list2","34916","","{""Q0"":""6""}","D57"
"","","","","","survey-text","6","215774","0.0-6.0","2n5t7daeoa","16","textures_list2","23173","","{""Q0"":""3""}","D56"
"","","","","","survey-text","7","243445","0.0-7.0","2n5t7daeoa","16","textures_list2","27669","","{""Q0"":""1""}","D31*"
"","","","","","survey-text","8","266124","0.0-8.0","2n5t7daeoa","16","textures_list2","22675","","{""Q0"":""6""}","D112"
"","","","","","survey-text","9","295460","0.0-9.0","2n5t7daeoa","16","textures_list2","29333","","{""Q0"":""5""}","D65"
"","","","","","survey-text","10","325177","0.0-10.0","2n5t7daeoa","16","textures_list2","29715","","{""Q0"":""2""}","D74"
"","","","","","survey-text","11","357111","0.0-11.0","2n5t7daeoa","16","textures_list2","31932","","{""Q0"":""2""}","D32"
"","","","","","survey-text","12","376042","0.0-12.0","2n5t7daeoa","16","textures_list2","18929","","{""Q0"":""1""}","D44"
"","","","","","survey-text","13","393426","0.0-13.0","2n5t7daeoa","16","textures_list2","17382","","{""Q0"":""1""}","D103"
"","","","","","survey-text","14","419677","0.0-14.0","2n5t7daeoa","16","textures_list2","26249","","{""Q0"":""2""}","D93"
"","","","","","survey-text","15","443094","0.0-15.0","2n5t7daeoa","16","textures_list2","23414","","{""Q0"":""1""}","D17"
"","","","","","survey-text","16","469738","0.0-16.0","2n5t7daeoa","16","textures_list2","26642","","{""Q0"":""4""}","D75"
"","","","","","survey-text","17","494205","0.0-17.0","2n5t7daeoa","16","textures_list2","24464","","{""Q0"":""6""}","D51*"
"","","","","","survey-text","18","520252","0.0-18.0","2n5t7daeoa","16","textures_list2","26042","","{""Q0"":""7""}","D102*"
"","","","","","survey-text","19","554803","0.0-19.0","2n5t7daeoa","16","textures_list2","34543","","{""Q0"":""4""}","D4"
"","","","","","survey-text","20","584438","0.0-20.0","2n5t7daeoa","16","textures_list2","29635","","{""Q0"":""6""}","D87"
"","","","","","survey-text","21","622628","0.0-21.0","2n5t7daeoa","16","textures_list2","38189","","{""Q0"":""1""}","D91*"
"","","","","","survey-text","22","643242","0.0-22.0","2n5t7daeoa","16","textures_list2","20610","","{""Q0"":""3""}","D5"
"","","","","","survey-text","23","666926","0.0-23.0","2n5t7daeoa","16","textures_list2","23682","","{""Q0"":""6""}","D84"
"","","","","","survey-text","24","693138","0.0-24.0","2n5t7daeoa","16","textures_list2","26209","","{""Q0"":""2""}","D12"
"","","","","","survey-text","25","726836","0.0-25.0","2n5t7daeoa","16","textures_list2","33695","","{""Q0"":""4""}","D54"
"","","","","","survey-text","26","759183","0.0-26.0","2n5t7daeoa","16","textures_list2","32344","","{""Q0"":""6""}","D33"
"","","","","","survey-text","27","796385","0.0-27.0","2n5t7daeoa","16","textures_list2","37199","","{""Q0"":""3""}","D45"
"","","","","","survey-text","28","851948","0.0-28.0","2n5t7daeoa","16","textures_list2","55560","","{""Q0"":""3""}","D71"
"","","","","","survey-text","29","874620","0.0-29.0","2n5t7daeoa","16","textures_list2","22671","","{""Q0"":""5""}","D101"
"","","","","","survey-text","30","903249","0.0-30.0","2n5t7daeoa","16","textures_list2","28627","","{""Q0"":""42""}","D28"
"","","","","","survey-text","31","938316","0.0-31.0","2n5t7daeoa","16","textures_list2","35065","","{""Q0"":""1""}","D59"
"","","","","","survey-text","32","972349","0.0-32.0","2n5t7daeoa","16","textures_list2","34031","","{""Q0"":""5""}","D105"
"","","","","","survey-text","33","998076","0.0-33.0","2n5t7daeoa","16","textures_list2","25724","","{""Q0"":""6""}","D9"
"","","","","","survey-text","34","1021480","0.0-34.0","2n5t7daeoa","16","textures_list2","23400","","{""Q0"":""5""}","D73"
"","","","","","survey-text","35","1047163","0.0-35.0","2n5t7daeoa","16","textures_list2","25680","","{""Q0"":""3""}","D63"
"","","","","","survey-text","36","1064315","0.0-36.0","2n5t7daeoa","16","textures_list2","17148","","{""Q0"":""1""}","D7"
"","","","","","survey-text","37","1092310","0.0-37.0","2n5t7daeoa","16","textures_list2","27992","","{""Q0"":""2""}","D16"
"","","","","","survey-text","38","1124351","0.0-38.0","2n5t7daeoa","16","textures_list2","32038","","{""Q0"":""5""}","D97"
"","","","","","survey-text","39","1143822","0.0-39.0","2n5t7daeoa","16","textures_list2","19467","","{""Q0"":""6""}","D11"
"","","","","","survey-text","40","1168546","0.0-40.0","2n5t7daeoa","16","textures_list2","24722","","{""Q0"":""1""}","D99*"
